Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold, Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue
International,4/1/2023,103,237862,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3718,1420,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/1/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,179,862,12,Abraham Gonzalez International Airport,64,Ciudad de Mexico,7409,2,8,65,166690.5287499999,107198.45712500007,68246.787
Domestic,4/1/2023,100,231865,LAX,Orlando International Airport,3854,ORL,863,160,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/1/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,171,865,9,Los Angeles International Airport,62,Orlando,2062,2,24,70,193807.69700000004,113064.090125,19155.55012500001
Domestic,4/1/2023,87,234868,ORL,Los Angeles International Airport,3854,LAX,718,308,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/1/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,148,868,15,Orlando International Airport,46,Los Angeles,2323,0,12,94,109142.00249999997,120119.81143749997,68035.93974999999
Domestic,4/1/2023,86,237871,LAX,Logan International Airport,4538,BOS,612,287,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/1/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,142,871,14,Los Angeles International Airport,42,Boston,2426,0,9,79,239733.42449999996,195706.43949999998,81573.44362500001
Domestic,4/1/2023,94,231874,BOS,Los Angeles International Airport,4538,LAX,1189,153,5:30 AM,326,0,TRUE,2269,3,1:56 PM,4/1/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,148,874,13,Boston Logan International Airport,41,Los Angeles,1813,0,9,66,223732.18899999995,192825.82049999997,22832.402749999987
International,4/1/2023,104,234877,CUN,El Paso International Airport,3687,ELP,3818,1002,5:30 AM,190,4,FALSE,1229,2,10:40 AM,4/1/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,165,877,10,Cancun International Airport,51,El Paso,10158,2,12,76,159703.75024999998,136861.347875,80807.64175
International,4/1/2023,85,237880,ELP,Cancun International Airport,3687,CUN,4702,1113,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,4/1/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,141,880,11,El Paso International Airport,45,Cancun,7042,-3,13,82,243783.93675000002,211709.91268750007,31484.244187500015
International,4/1/2023,98,231883,YYZ,El Paso International Airport,4347,ELP,5073,879,5:30 AM,219,4,FALSE,1449,2,11:09 AM,4/1/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,147,883,9,Toronto Pearson International Airport,40,El Paso,8644,0,5,83,75498.68049999997,128268.58068749991,76570.072
International,4/1/2023,95,234886,ELP,Toronto Pearson International Airport,4347,YYZ,3919,1103,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,4/1/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,169,886,13,El Paso International Airport,61,Toronto,11950,0,2,85,199652.88949999993,181398.82387499997,29714.59762500001
International,4/2/2023,104,237889,CDG,El Paso International Airport,13986,ELP,3427,787,5:30 AM,639,12,FALSE,4662,8,12:09 AM,4/1/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,170,889,15,Paris Charles de Gaulle Airport,51,El Paso,5417,0,7,81,176064.37774999999,100274.27187499996,49439.49756250001
International,4/1/2023,101,231892,ELP,Paris Charles de Gaulle Airport,13986,CDG,4915,1201,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,4/1/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,154,892,10,El Paso International Airport,43,Paris,11915,1,0,75,135487.52550000008,159814.7231874999,64560.10362500005
International,4/2/2023,100,234895,HND,El Paso International Airport,15966,ELP,3019,835,5:30 AM,725,14,FALSE,5322,16,9:35 AM,4/1/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,172,895,13,Tokyo Haneda Airport,59,El Paso,7599,-6,8,80,203320.79200000002,159618.7245,80500.17462500001
International,4/1/2023,86,237898,ELP,Tokyo Haneda Airport,15966,HND,5671,1273,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,4/1/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,154,898,13,El Paso International Airport,55,Tokyo,10708,-4,5,82,173119.88625,83935.1085625,66623.37062499997
Domestic,4/2/2023,95,231901,DFW,El Paso International Airport,1102,ELP,850,420,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/2/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,164,901,13,Dallas/Ft. Worth International Airport,56,El Paso,2147,0,8,98,184654.46000000005,70805.37162499996,35937.15875000001
Domestic,4/2/2023,91,234904,ELP,Dallas/Ft. Worth International Airport,1102,DFW,903,536,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/2/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,141,904,9,El Paso International Airport,41,Dallas,2553,0,0,75,341420.79124999995,221348.12224999993,33654.88362499999
Domestic,4/2/2023,91,237907,LAX,El Paso International Airport,1428,ELP,899,534,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/2/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,163,907,15,Los Angeles International Airport,57,El Paso,2467,2,4,79,207054.12675,109869.19075000001,62952.56293749997
Domestic,4/2/2023,89,231910,ELP,Los Angeles International Airport,1428,LAX,680,434,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/2/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,153,910,13,El Paso International Airport,51,Los Angeles,1270,1,3,76,237484.81950000004,137557.68425000002,34432.16537499998
Domestic,4/2/2023,98,234913,ORD,El Paso International Airport,2470,ELP,1115,452,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/2/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,160,913,10,Chicago International Airport,52,El Paso,3088,0,10,69,478083.9770000002,102831.58368749992,37324.81500000002
Domestic,4/2/2023,92,237916,ELP,Chicago International Airport,2470,ORD,1066,187,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/2/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,163,916,12,El Paso International Airport,59,Chicago,3022,1,11,69,356373.4042499999,151375.88412500004,69680.22224999999
Domestic,4/2/2023,93,231919,ATL,El Paso International Airport,2560,ELP,838,185,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/2/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,151,919,13,Hartsfield-Jackson Atlanta International Airport,45,El Paso,3462,0,11,81,278680.28075000015,154918.9691249999,88134.51099999993
Domestic,4/2/2023,100,234922,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,992,247,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,4/2/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,172,922,11,El Paso International Airport,61,Atlanta,3070,-6,7,64,350770.8252499998,105714.72862500005,56677.17431250002
Domestic,4/2/2023,85,237925,JFK,El Paso International Airport,3806,ELP,696,412,5:30 AM,256,0,FALSE,1903,2,11:46 AM,4/2/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,146,925,14,John F. Kennedy International Airport,47,El Paso,2247,0,5,82,100776.41324999998,141429.80225000004,27708.67931250001
Domestic,4/2/2023,101,231928,ELP,John F. Kennedy International Airport,3806,JFK,975,161,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,4/2/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,153,928,12,El Paso International Airport,40,New York,2927,2,0,88,420961.863375,125558.17800000001,51918.26450000001
Domestic,4/2/2023,94,234931,BOS,El Paso International Airport,4128,ELP,920,326,5:30 AM,275,0,FALSE,2064,2,12:05 PM,4/2/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,150,931,14,Boston Logan International Airport,42,El Paso,3194,5,9,78,325201.65099999995,116748.31324999998,21296.8245
Domestic,4/2/2023,87,237934,ELP,Logan International Airport,4128,BOS,1137,128,5:30 AM,275,0,TRUE,2064,2,12:05 PM,4/2/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,147,934,13,El Paso International Airport,47,Boston,2708,1,14,93,111583.86224999992,113418.54074999996,26142.539375
Domestic,4/2/2023,92,231937,LAS,El Paso International Airport,1164,ELP,1004,122,5:30 AM,97,0,FALSE,582,-1,6:07 AM,4/2/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,144,937,11,Harry Reid International Airport,41,El Paso,2342,1,0,60,624209.4615000003,951122.9906250007,152992.1078125
Domestic,4/2/2023,103,234940,ELP,Harry Reid International Airport,1164,LAS,1142,306,5:30 AM,97,0,TRUE,582,1,8:07 AM,4/2/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,161,940,13,El Paso International Airport,45,Las Vegas,2512,1,8,65,554474.6102500004,1007351.0431875001,309163.2294375001
International,4/2/2023,101,237943,LHR,El Paso International Airport,15444,ELP,3397,955,5:30 AM,645,13,FALSE,5148,7,11:15 PM,4/2/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,165,943,14,Heathrow Airport,50,El Paso,11064,0,0,73,616509.1016250001,533648.38625,156504.37512500005
International,4/2/2023,98,231946,ELP,Heathrow Airport,15444,LHR,3076,885,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,4/2/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,156,946,11,El Paso International Airport,47,London,10159,3,7,86,673727.1071250003,1371475.0425625,81147.26812499999
International,4/2/2023,102,234949,MEX,Abraham Gonzalez International Airport,2871,CJS,5805,864,5:30 AM,142,3,FALSE,957,1,8:52 AM,4/2/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,159,949,10,Aeropuerto Internacional Benito Juarez,47,Juarez,8595,0,0,59,1093044.873,689369.5759375,109466.85274999998
International,4/2/2023,90,237952,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4986,649,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/2/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,146,952,11,Abraham Gonzalez International Airport,45,Ciudad de Mexico,5567,0,0,87,1120708.9021250005,841297.5717500001,169267.8868125
Domestic,4/2/2023,100,231955,LAX,Orlando International Airport,3854,ORL,1122,412,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/2/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,161,955,12,Los Angeles International Airport,49,Orlando,2030,0,1,64,1154187.077,481934.77006249997,142141.01062499997
Domestic,4/2/2023,89,234958,ORL,Los Angeles International Airport,3854,LAX,1139,385,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/2/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,153,958,8,Orlando International Airport,56,Los Angeles,1443,0,6,56,1336916.0908749993,564026.0935625001,226955.98500000002
Domestic,4/2/2023,92,237961,LAX,Logan International Airport,4538,BOS,794,393,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/2/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,158,961,9,Los Angeles International Airport,57,Boston,2970,0,0,78,944904.9362499996,643662.21725,356923.8147499997
Domestic,4/2/2023,101,231964,BOS,Los Angeles International Airport,4538,LAX,1009,249,5:30 AM,326,0,TRUE,2269,3,1:56 PM,4/2/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,175,964,13,Boston Logan International Airport,61,Los Angeles,1648,0,0,68,1120951.6706250003,1107646.0769375,171803.95849999995
International,4/2/2023,101,234967,CUN,El Paso International Airport,3687,ELP,3002,901,5:30 AM,190,4,FALSE,1229,2,10:40 AM,4/2/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,164,967,12,Cancun International Airport,51,El Paso,6885,0,1,75,530760.4934999997,504032.7436250001,93169.39937500001
International,4/2/2023,98,237970,ELP,Cancun International Airport,3687,CUN,3560,896,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,4/2/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,168,970,12,El Paso International Airport,58,Cancun,7901,1,5,59,321132.677625,604106.8749374999,173672.3752499999
International,4/2/2023,91,231973,YYZ,El Paso International Airport,4347,ELP,2922,1158,5:30 AM,219,4,FALSE,1449,2,11:09 AM,4/2/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,143,973,9,Toronto Pearson International Airport,43,El Paso,8509,0,9,87,156087.18749999994,172285.8061250001,22763.82275
International,4/2/2023,90,234976,ELP,Toronto Pearson International Airport,4347,YYZ,3046,1032,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,4/2/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,150,976,10,El Paso International Airport,50,Toronto,7994,2,2,92,233506.9755,107011.30299999994,75974.25456249996
International,4/3/2023,100,237979,CDG,El Paso International Airport,13986,ELP,4643,1140,5:30 AM,639,12,FALSE,4662,8,12:09 AM,4/2/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,165,979,10,Paris Charles de Gaulle Airport,55,El Paso,6280,0,7,81,316381.35400000005,80697.79750000006,49854.4590625
International,4/2/2023,100,231982,ELP,Paris Charles de Gaulle Airport,13986,CDG,4959,962,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,4/2/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,161,982,12,El Paso International Airport,49,Paris,6923,0,4,92,356296.75224999984,98566.74150000006,27471.751437499992
International,4/3/2023,86,234985,HND,El Paso International Airport,15966,ELP,3855,963,5:30 AM,725,14,FALSE,5322,16,9:35 AM,4/2/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,158,985,11,Tokyo Haneda Airport,61,El Paso,12543,0,13,72,390882.55275000026,238317.07293750002,48042.832062500005
International,4/2/2023,97,237988,ELP,Tokyo Haneda Airport,15966,HND,4034,906,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,4/2/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,158,988,12,El Paso International Airport,49,Tokyo,6749,0,10,92,319864.7512500001,168907.13831250006,42535.060562499995
Domestic,4/3/2023,93,231991,DFW,El Paso International Airport,1102,ELP,863,150,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/3/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,145,991,11,Dallas/Ft. Worth International Airport,41,El Paso,2759,0,1,77,166559.35725000006,85785.58418750002,48329.01399999999
Domestic,4/3/2023,100,234994,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1061,180,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/3/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,164,994,15,El Paso International Airport,49,Dallas,1247,0,0,90,310069.906875,97277.083125,96485.81324999995
Domestic,4/3/2023,97,237997,LAX,El Paso International Airport,1428,ELP,919,362,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/3/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,152,997,13,Los Angeles International Airport,42,El Paso,1275,0,11,72,248988.66937500006,133216.171375,67247.05775
Domestic,4/3/2023,89,2311000,ELP,Los Angeles International Airport,1428,LAX,1179,293,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/3/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,161,1000,15,El Paso International Airport,57,Los Angeles,2798,1,13,78,271238.1932499999,206438.1134374999,44319.58262499999
Domestic,4/3/2023,96,2341003,ORD,El Paso International Airport,2470,ELP,792,534,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/3/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,166,1003,15,Chicago International Airport,55,El Paso,3405,0,7,90,330185.7705,158342.57537500001,44748.58650000001
Domestic,4/3/2023,98,2371006,ELP,Chicago International Airport,2470,ORD,1140,495,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/3/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,160,1006,12,El Paso International Airport,50,Chicago,2794,4,5,74,359215.52825,122488.29531249998,48304.41474999998
Domestic,4/3/2023,94,2311009,ATL,El Paso International Airport,2560,ELP,832,170,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/3/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,148,1009,9,Hartsfield-Jackson Atlanta International Airport,45,El Paso,1680,0,0,54,1157149.7929999998,513252.0476875,178988.98712499987
Domestic,4/3/2023,103,2341012,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,664,239,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,4/3/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,168,1012,15,El Paso International Airport,50,Atlanta,2588,0,0,73,756889.959875,778761.7866875003,81508.74543750001
Domestic,4/3/2023,92,2371015,JFK,El Paso International Airport,3806,ELP,970,177,5:30 AM,256,0,FALSE,1903,2,11:46 AM,4/3/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,155,1015,15,John F. Kennedy International Airport,48,El Paso,1716,0,8,71,1124625.554,539369.8686249998,125164.52018750005
Domestic,4/3/2023,98,2311018,ELP,John F. Kennedy International Airport,3806,JFK,606,297,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,4/3/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,165,1018,12,El Paso International Airport,55,New York,2481,0,8,73,483568.8716249999,330341.716,213712.59924999997
Domestic,4/3/2023,88,2341021,BOS,El Paso International Airport,4128,ELP,973,451,5:30 AM,275,0,FALSE,2064,2,12:05 PM,4/3/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,165,1021,13,Boston Logan International Airport,64,El Paso,1644,0,7,78,689814.7019999996,1131418.4911250002,180567.03356250003
Domestic,4/3/2023,102,2371024,ELP,Logan International Airport,4128,BOS,1190,298,5:30 AM,275,0,TRUE,2064,2,12:05 PM,4/3/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,168,1024,11,El Paso International Airport,55,Boston,1457,0,0,85,626160.4092500001,693901.1476875001,245721.07881249997
Domestic,4/3/2023,90,2311027,LAS,El Paso International Airport,1164,ELP,1104,525,5:30 AM,97,0,FALSE,582,-1,6:07 AM,4/3/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,147,1027,15,Harry Reid International Airport,42,El Paso,1435,0,5,73,1103946.404,586537.3138124999,127822.25075000012
Domestic,4/3/2023,103,2341030,ELP,Harry Reid International Airport,1164,LAS,768,334,5:30 AM,97,0,TRUE,582,1,8:07 AM,4/3/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,158,1030,9,El Paso International Airport,46,Las Vegas,1239,0,1,68,1210019.1781249996,424569.0000625001,251975.08225000012
International,4/3/2023,88,2371033,LHR,El Paso International Airport,15444,ELP,3777,918,5:30 AM,645,13,FALSE,5148,7,11:15 PM,4/3/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,153,1033,8,Heathrow Airport,57,El Paso,6803,0,0,73,796191.6836249996,929534.0875,116816.13987499995
International,4/3/2023,88,2311036,ELP,Heathrow Airport,15444,LHR,5185,867,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,4/3/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,140,1036,12,El Paso International Airport,40,London,12574,0,2,66,775244.0340000003,980018.9816874994,166673.39606250013
International,4/3/2023,86,2341039,MEX,Abraham Gonzalez International Airport,2871,CJS,3192,1123,5:30 AM,142,3,FALSE,957,1,8:52 AM,4/3/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,140,1039,13,Aeropuerto Internacional Benito Juarez,41,Juarez,4550,1,0,85,418732.6970000001,359028.82568750007,114142.3165625
International,4/3/2023,104,2371042,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,5058,1048,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/3/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,176,1042,12,Abraham Gonzalez International Airport,60,Ciudad de Mexico,8689,0,0,88,763202.7652499997,515831.7161875003,236161.4736250001
Domestic,4/3/2023,101,2311045,LAX,Orlando International Airport,3854,ORL,1050,467,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/3/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,171,1045,12,Los Angeles International Airport,58,Orlando,1401,0,8,73,688378.2512500001,573805.7525,129381.19025000004
Domestic,4/3/2023,102,2341048,ORL,Los Angeles International Airport,3854,LAX,758,365,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/3/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,164,1048,15,Orlando International Airport,47,Los Angeles,3162,0,5,70,461197.43874999986,664107.683125,172897.28550000003
Domestic,4/3/2023,100,2371051,LAX,Logan International Airport,4538,BOS,776,433,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/3/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,160,1051,13,Los Angeles International Airport,47,Boston,2991,0,6,78,558502.10825,804250.8209999998,224216.32125
Domestic,4/3/2023,101,2311054,BOS,Los Angeles International Airport,4538,LAX,1198,470,5:30 AM,326,0,TRUE,2269,3,1:56 PM,4/3/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,158,1054,9,Boston Logan International Airport,48,Los Angeles,3494,0,7,78,793699.6702499995,770665.1289999997,147049.53493750002
International,4/3/2023,95,2341057,CUN,El Paso International Airport,3687,ELP,3840,714,5:30 AM,190,4,FALSE,1229,2,10:40 AM,4/3/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,164,1057,11,Cancun International Airport,58,El Paso,6030,0,3,60,990662.3248749995,576268.6935000003,117093.44149999999
International,4/3/2023,100,2371060,ELP,Cancun International Airport,3687,CUN,3223,1333,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,4/3/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,153,1060,11,El Paso International Airport,42,Cancun,11407,1,7,65,586271.5177500001,730471.9328750002,330747.86324999994
International,4/3/2023,102,2311063,YYZ,El Paso International Airport,4347,ELP,4398,1079,5:30 AM,219,4,FALSE,1449,2,11:09 AM,4/3/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,168,1063,10,Toronto Pearson International Airport,56,El Paso,9172,0,8,67,887649.2207500001,802451.924375,184952.5000625
International,4/3/2023,90,2341066,ELP,Toronto Pearson International Airport,4347,YYZ,5433,1405,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,4/3/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,146,1066,13,El Paso International Airport,43,Toronto,5429,-4,1,58,375486.53949999996,467836.02912500023,201763.1585000001
International,4/4/2023,103,2371069,CDG,El Paso International Airport,13986,ELP,5608,858,5:30 AM,639,12,FALSE,4662,8,12:09 AM,4/3/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,167,1069,12,Paris Charles de Gaulle Airport,52,El Paso,6622,0,7,69,838868.5079999997,509856.5956250002,228289.5012500001
International,4/3/2023,88,2311072,ELP,Paris Charles de Gaulle Airport,13986,CDG,4164,968,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,4/3/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,146,1072,12,El Paso International Airport,46,Paris,9295,0,12,92,813985.9269999994,512537.2842499999,132471.71356249996
International,4/4/2023,93,2341075,HND,El Paso International Airport,15966,ELP,4714,874,5:30 AM,725,14,FALSE,5322,16,9:35 AM,4/3/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,153,1075,13,Tokyo Haneda Airport,47,El Paso,8550,2,0,69,879165.8727500002,711025.2572499998,194440.32925000004
International,4/3/2023,94,2371078,ELP,Tokyo Haneda Airport,15966,HND,3877,1211,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,4/3/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,146,1078,12,El Paso International Airport,40,Tokyo,11180,0,0,60,722053.2788750001,837129.2626250004,136792.45049999998
Domestic,4/4/2023,95,2311081,DFW,El Paso International Airport,1102,ELP,1035,203,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/4/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,165,1081,8,Dallas/Ft. Worth International Airport,62,El Paso,1499,-1,22,95,344497.77825000015,187900.84156249985,58202.22925000002
Domestic,4/4/2023,99,2341084,ELP,Dallas/Ft. Worth International Airport,1102,DFW,651,383,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/4/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,171,1084,10,El Paso International Airport,62,Dallas,2706,0,0,98,236870.6505,163754.47574999995,49258.66118750001
Domestic,4/4/2023,96,2371087,LAX,El Paso International Airport,1428,ELP,937,388,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/4/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,156,1087,10,Los Angeles International Airport,50,El Paso,3441,0,11,72,358528.17075000005,143309.86525000003,23864.876000000004
Domestic,4/4/2023,85,2311090,ELP,Los Angeles International Airport,1428,LAX,877,270,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/4/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,154,1090,15,El Paso International Airport,54,Los Angeles,2040,0,5,93,261196.71450000003,112044.16387500003,41328.02012500001
